id,study_geo,run,library_layout,instrument_model,submission,study,sample,experiment,ftp,pmid,factor,time,stage,bibtexkey
GSM535758,GSE21365,SRR040140,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059653,SRX019380,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040140/SRR040140.fastq.gz,20887899,H3K27ac,48,1,Mikkelsen2010
GSM535758,GSE21365,SRR040141,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059653,SRX019380,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040141/SRR040141.fastq.gz,20887899,H3K27ac,48,1,Mikkelsen2010
GSM535759,GSE21365,SRR040142,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059654,SRX019381,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040142/SRR040142.fastq.gz,20887899,H3K27me3,48,1,Mikkelsen2010
GSM535759,GSE21365,SRR040143,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059654,SRX019381,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040143/SRR040143.fastq.gz,20887899,H3K27me3,48,1,Mikkelsen2010
GSM535759,GSE21365,SRR040144,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059654,SRX019381,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040144/SRR040144.fastq.gz,20887899,H3K27me3,48,1,Mikkelsen2010
GSM535759,GSE21365,SRR040145,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059654,SRX019381,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040145/SRR040145.fastq.gz,20887899,H3K27me3,48,1,Mikkelsen2010
GSM535760,GSE21365,SRR040146,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059655,SRX019382,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040146/SRR040146.fastq.gz,20887899,H3K36me3,48,1,Mikkelsen2010
GSM535760,GSE21365,SRR040147,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059655,SRX019382,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040147/SRR040147.fastq.gz,20887899,H3K36me3,48,1,Mikkelsen2010
GSM535761,GSE21365,SRR040148,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059656,SRX019383,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040148/SRR040148.fastq.gz,20887899,CTCF,48,1,Mikkelsen2010
GSM535761,GSE21365,SRR040149,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059656,SRX019383,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040149/SRR040149.fastq.gz,20887899,CTCF,48,1,Mikkelsen2010
GSM535762,GSE21365,SRR040150,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059657,SRX019384,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040150/SRR040150.fastq.gz,20887899,H3K4me3,168,3,Mikkelsen2010
GSM535762,GSE21365,SRR040151,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059657,SRX019384,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040151/SRR040151.fastq.gz,20887899,H3K4me3,168,3,Mikkelsen2010
GSM535762,GSE21365,SRR040152,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059657,SRX019384,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040152/SRR040152.fastq.gz,20887899,H3K4me3,168,3,Mikkelsen2010
GSM535762,GSE21365,SRR040153,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059657,SRX019384,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040153/SRR040153.fastq.gz,20887899,H3K4me3,168,3,Mikkelsen2010
GSM535763,GSE21365,SRR040154,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059658,SRX019385,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040154/SRR040154.fastq.gz,20887899,H3K4me2,168,3,Mikkelsen2010
GSM535763,GSE21365,SRR040155,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059658,SRX019385,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040155/SRR040155.fastq.gz,20887899,H3K4me2,168,3,Mikkelsen2010
GSM535763,GSE21365,SRR040156,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059658,SRX019385,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040156/SRR040156.fastq.gz,20887899,H3K4me2,168,3,Mikkelsen2010
GSM535764,GSE21365,SRR040157,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059659,SRX019386,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040157/SRR040157.fastq.gz,20887899,H3K4me1,168,3,Mikkelsen2010
GSM535764,GSE21365,SRR040158,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059659,SRX019386,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040158/SRR040158.fastq.gz,20887899,H3K4me1,168,3,Mikkelsen2010
GSM535764,GSE21365,SRR040159,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059659,SRX019386,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040159/SRR040159.fastq.gz,20887899,H3K4me1,168,3,Mikkelsen2010
GSM535765,GSE21365,SRR040160,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059660,SRX019387,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040160/SRR040160.fastq.gz,20887899,H3K27ac,168,3,Mikkelsen2010
GSM535765,GSE21365,SRR040161,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059660,SRX019387,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040161/SRR040161.fastq.gz,20887899,H3K27ac,168,3,Mikkelsen2010
GSM535765,GSE21365,SRR040162,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059660,SRX019387,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040162/SRR040162.fastq.gz,20887899,H3K27ac,168,3,Mikkelsen2010
GSM535766,GSE21365,SRR040163,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059661,SRX019388,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040163/SRR040163.fastq.gz,20887899,H3K27me3,168,3,Mikkelsen2010
GSM535766,GSE21365,SRR040164,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059661,SRX019388,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040164/SRR040164.fastq.gz,20887899,H3K27me3,168,3,Mikkelsen2010
GSM535767,GSE21365,SRR040165,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059662,SRX019389,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040165/SRR040165.fastq.gz,20887899,H3K36me3,168,3,Mikkelsen2010
GSM535767,GSE21365,SRR040166,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059662,SRX019389,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040166/SRR040166.fastq.gz,20887899,H3K36me3,168,3,Mikkelsen2010
GSM535767,GSE21365,SRR040167,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059662,SRX019389,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040167/SRR040167.fastq.gz,20887899,H3K36me3,168,3,Mikkelsen2010
GSM535767,GSE21365,SRR040168,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059662,SRX019389,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040168/SRR040168.fastq.gz,20887899,H3K36me3,168,3,Mikkelsen2010
GSM535768,GSE21365,SRR040169,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059663,SRX019390,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040169/SRR040169.fastq.gz,20887899,CTCF,168,3,Mikkelsen2010
GSM535768,GSE21365,SRR040170,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059663,SRX019390,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040170/SRR040170.fastq.gz,20887899,CTCF,168,3,Mikkelsen2010
GSM535769,GSE21365,SRR040171,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059664,SRX019391,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040171/SRR040171.fastq.gz,20887899,PPARG,168,3,Mikkelsen2010
GSM535769,GSE21365,SRR040172,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059664,SRX019391,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040172/SRR040172.fastq.gz,20887899,PPARG,168,3,Mikkelsen2010
GSM535770,GSE21365,SRR040173,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059665,SRX019392,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040173/SRR040173.fastq.gz,20887899,PPARG,168,3,Mikkelsen2010
GSM535770,GSE21365,SRR040174,SINGLE - ,Illumina Genome Analyzer,SRA012513,SRP002337,SRS059665,SRX019392,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040174/SRR040174.fastq.gz,20887899,PPARG,168,3,Mikkelsen2010
GSM544717,GSE21898,SRR049243,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073115,SRX020949,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049243/SRR049243.fastq.gz,20478996,H3K9ac,0,0,steger_propagation_2010
GSM544718,GSE21898,SRR049244,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073116,SRX020950,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049244/SRR049244.fastq.gz,20478996,H3K9ac,24,1,steger_propagation_2010
GSM544719,GSE21898,SRR049245,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073117,SRX020951,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049245/SRR049245.fastq.gz,20478996,H3K9ac,240,3,steger_propagation_2010
GSM544720,GSE21898,SRR049246,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073118,SRX020952,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049246/SRR049246.fastq.gz,20478996,CEBPB,0,0,steger_propagation_2010
GSM544721,GSE21898,SRR049247,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073119,SRX020953,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049247/SRR049247.fastq.gz,20478996,CEBPB,6,1,steger_propagation_2010
GSM544722,GSE21898,SRR049248,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073120,SRX020954,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049248/SRR049248.fastq.gz,20478996,NR3C1,6,1,steger_propagation_2010
GSM544723,GSE21898,SRR049249,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073121,SRX020955,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049249/SRR049249.fastq.gz,20478996,None,0,0,steger_propagation_2010
GSM544724,GSE21898,SRR049250,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073122,SRX020956,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049250/SRR049250.fastq.gz,20478996,None,24,1,steger_propagation_2010
GSM544725,GSE21898,SRR049251,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073123,SRX020957,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049251/SRR049251.fastq.gz,20478996,None,240,3,steger_propagation_2010
GSM544726,GSE21898,SRR049252,SINGLE - ,Illumina Genome Analyzer II,SRA017677,SRP002507,SRS073124,SRX020958,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR049/SRR049252/SRR049252.fastq.gz,20478996,None,6,1,steger_propagation_2010
GSM1368000,GSE56745,SRR1233877,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591436,SRX515656,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/007/SRR1233877/SRR1233877.fastq.gz,24788520,MED1,NA,3,step_anti-diabetic_2014
GSM1368002,GSE56745,SRR1233879,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591438,SRX515658,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/009/SRR1233879/SRR1233879.fastq.gz,24788520,None,NA,3,step_anti-diabetic_2014
GSM1368002,GSE56745,SRR1233880,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591438,SRX515658,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/000/SRR1233880/SRR1233880.fastq.gz,24788520,None,NA,3,step_anti-diabetic_2014
GSM1368003,GSE56745,SRR1233881,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591439,SRX515659,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/001/SRR1233881/SRR1233881.fastq.gz,24788520,MED1,NA,3,step_anti-diabetic_2014
GSM1368003,GSE56745,SRR1233882,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591439,SRX515659,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/002/SRR1233882/SRR1233882.fastq.gz,24788520,MED1,NA,3,step_anti-diabetic_2014
GSM1368005,GSE56745,SRR1233885,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591441,SRX515661,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/005/SRR1233885/SRR1233885.fastq.gz,24788520,CREB1,NA,3,step_anti-diabetic_2014
GSM1368007,GSE56745,SRR1233887,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591443,SRX515663,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/007/SRR1233887/SRR1233887.fastq.gz,24788520,EP300,NA,3,step_anti-diabetic_2014
GSM1368009,GSE56745,SRR1233889,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591445,SRX515665,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/009/SRR1233889/SRR1233889.fastq.gz,24788520,NCOR1,NA,3,step_anti-diabetic_2014
GSM1368011,GSE56745,SRR1233891,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591447,SRX515667,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/001/SRR1233891/SRR1233891.fastq.gz,24788520,CEBPA,NA,3,step_anti-diabetic_2014
GSM1368012,GSE56745,SRR1233892,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591448,SRX515668,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/002/SRR1233892/SRR1233892.fastq.gz,24788520,CEBPB,NA,3,step_anti-diabetic_2014
GSM1368013,GSE56745,SRR1233893,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591449,SRX515669,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/003/SRR1233893/SRR1233893.fastq.gz,24788520,ATF2,NA,3,step_anti-diabetic_2014
GSM1368014,GSE56745,SRR1233894,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591450,SRX515670,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/004/SRR1233894/SRR1233894.fastq.gz,24788520,JUND,NA,3,step_anti-diabetic_2014
GSM1368015,GSE56745,SRR1233895,SINGLE - ,Illumina HiSeq 2000,SRA157533,SRP041129,SRS591451,SRX515671,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/005/SRR1233895/SRR1233895.fastq.gz,24788520,FOSL2,NA,3,step_anti-diabetic_2014
GSM1370447,GSE56872,SRR1248059,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593820,SRX520192,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/009/SRR1248059/SRR1248059.fastq.gz,24857652,ATF2,4,1,siersbaek_transcription_2014
GSM1370448,GSE56872,SRR1248060,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593821,SRX520193,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/000/SRR1248060/SRR1248060.fastq.gz,24857652,ATF7,4,1,siersbaek_transcription_2014
GSM1370449,GSE56872,SRR1248061,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593823,SRX520194,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/001/SRR1248061/SRR1248061.fastq.gz,24857652,JUN,4,1,siersbaek_transcription_2014
GSM1370450,GSE56872,SRR1248062,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593822,SRX520195,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/002/SRR1248062/SRR1248062.fastq.gz,24857652,FOSL2,4,1,siersbaek_transcription_2014
GSM1370452,GSE56872,SRR1248064,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593824,SRX520197,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/004/SRR1248064/SRR1248064.fastq.gz,24857652,KLF4,4,1,siersbaek_transcription_2014
GSM1370453,GSE56872,SRR1248065,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593826,SRX520198,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/005/SRR1248065/SRR1248065.fastq.gz,24857652,KLF5,4,1,siersbaek_transcription_2014
GSM1370454,GSE56872,SRR1248066,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593827,SRX520199,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/006/SRR1248066/SRR1248066.fastq.gz,24857652,PBX1,4,1,siersbaek_transcription_2014
GSM1370455,GSE56872,SRR1248067,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593828,SRX520200,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/007/SRR1248067/SRR1248067.fastq.gz,24857652,STAT1,4,1,siersbaek_transcription_2014
GSM1370456,GSE56872,SRR1248068,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593829,SRX520201,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/008/SRR1248068/SRR1248068.fastq.gz,24857652,VDR,4,1,siersbaek_transcription_2014
GSM1370457,GSE56872,SRR1248069,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593830,SRX520202,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/009/SRR1248069/SRR1248069.fastq.gz,24857652,RXR,4,1,siersbaek_transcription_2014
GSM1370466,GSE56872,SRR1248078,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593840,SRX520211,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/008/SRR1248078/SRR1248078.fastq.gz,24857652,MED1,4,1,siersbaek_transcription_2014
GSM1370467,GSE56872,SRR1248079,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593839,SRX520212,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/009/SRR1248079/SRR1248079.fastq.gz,24857652,EP300,4,1,siersbaek_transcription_2014
GSM1370468,GSE56872,SRR1248080,SINGLE - ,Illumina Genome Analyzer IIx,SRA158213,SRP041249,SRS593841,SRX520213,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/000/SRR1248080/SRR1248080.fastq.gz,24857652,BRG1,4,1,siersbaek_transcription_2014
GSM1370469,GSE56872,SRR1248081,SINGLE - ,Illumina HiSeq 1500,SRA158213,SRP041249,SRS593842,SRX520214,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/001/SRR1248081/SRR1248081.fastq.gz,24857652,H3K27ac,4,1,siersbaek_transcription_2014
GSM1370470,GSE56872,SRR1248082,SINGLE - ,Illumina HiSeq 1500,SRA158213,SRP041249,SRS593843,SRX520215,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/002/SRR1248082/SRR1248082.fastq.gz,24857652,H3K27ac,4,1,siersbaek_transcription_2014
GSM1370471,GSE56872,SRR1248083,SINGLE - ,Illumina HiSeq 1500,SRA158213,SRP041249,SRS593844,SRX520216,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/003/SRR1248083/SRR1248083.fastq.gz,24857652,H3K4me1,4,1,siersbaek_transcription_2014
GSM1370472,GSE56872,SRR1248084,SINGLE - ,Illumina HiSeq 1500,SRA158213,SRP041249,SRS593845,SRX520217,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/004/SRR1248084/SRR1248084.fastq.gz,24857652,H3K4me1,4,1,siersbaek_transcription_2014
GSM1370473,GSE56872,SRR1248085,SINGLE - ,Illumina HiSeq 1500,SRA158213,SRP041249,SRS593846,SRX520218,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/005/SRR1248085/SRR1248085.fastq.gz,24857652,H3K4me2,4,1,siersbaek_transcription_2014
GSM1370474,GSE56872,SRR1248086,SINGLE - ,Illumina HiSeq 1500,SRA158213,SRP041249,SRS593847,SRX520219,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/006/SRR1248086/SRR1248086.fastq.gz,24857652,H3K4me2,4,1,siersbaek_transcription_2014
GSM686970,GSE27826,SRR125324,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174216,SRX047640,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125324/SRR125324.fastq.gz,21427703,CEBPB,0,0,siersbaek_extensive_2011
GSM686971,GSE27826,SRR125325,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174217,SRX047641,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125325/SRR125325.fastq.gz,21427703,CEBPB,2,1,siersbaek_extensive_2011
GSM686972,GSE27826,SRR125326,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174218,SRX047642,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125326/SRR125326.fastq.gz,21427703,CEBPB,4,1,siersbaek_extensive_2011
GSM686973,GSE27826,SRR125327,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174219,SRX047643,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125327/SRR125327.fastq.gz,21427703,CEBPB,48,1,siersbaek_extensive_2011
GSM686974,GSE27826,SRR125328,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174220,SRX047644,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125328/SRR125328.fastq.gz,21427703,CEBPD,0,0,siersbaek_extensive_2011
GSM686975,GSE27826,SRR125329,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174221,SRX047645,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125329/SRR125329.fastq.gz,21427703,CEBPD,4,1,siersbaek_extensive_2011
GSM686976,GSE27826,SRR125330,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174222,SRX047646,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125330/SRR125330.fastq.gz,21427703,NR3C1,4,1,siersbaek_extensive_2011
GSM686977,GSE27826,SRR125331,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174223,SRX047647,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125331/SRR125331.fastq.gz,21427703,STAT5A,4,1,siersbaek_extensive_2011
GSM686978,GSE27826,SRR125332,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174224,SRX047648,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125332/SRR125332.fastq.gz,21427703,RXRG,4,1,siersbaek_extensive_2011
GSM686979,GSE27826,SRR125333,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174225,SRX047649,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125333/SRR125333.fastq.gz,21427703,PPARG,48,1,siersbaek_extensive_2011
GSM686981,GSE27826,SRR125334,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174226,SRX047650,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125334/SRR125334.fastq.gz,21427703,POLR2A,0,0,siersbaek_extensive_2011
GSM686982,GSE27826,SRR125335,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174227,SRX047651,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125335/SRR125335.fastq.gz,21427703,POLR2A,4,1,siersbaek_extensive_2011
GSM686983,GSE27826,SRR125336,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS174228,SRX047652,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/SRR125336/SRR125336.fastq.gz,21427703,None,NA,NA,siersbaek_extensive_2011
GSM1388416,GSE57777,SRR1291258,SINGLE - ,Illumina Genome Analyzer II,SRA165379,SRP042079,SRS613260,SRX546223,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1291258/SRR1291258.fastq.gz,24953653,GPS2,0,0,cardamone_gps2/kdm4a_2014
GSM1388417,GSE57777,SRR1291259,SINGLE - ,Illumina Genome Analyzer II,SRA165379,SRP042079,SRS613261,SRX546224,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1291259/SRR1291259.fastq.gz,24953653,GPS2,0,0,cardamone_gps2/kdm4a_2014
GSM1412512,GSE58491,SRR1393796,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637174,SRX597231,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/006/SRR1393796/SRR1393796.fastq.gz,25503565,H3K27ac,NA,0,kang_identification_2015
GSM1412513,GSE58491,SRR1393797,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637176,SRX597232,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/007/SRR1393797/SRR1393797.fastq.gz,25503565,H3K27me3,NA,0,kang_identification_2015
GSM1412514,GSE58491,SRR1393798,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637177,SRX597233,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/008/SRR1393798/SRR1393798.fastq.gz,25503565,H3K36me3,NA,0,kang_identification_2015
GSM1412515,GSE58491,SRR1393799,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637178,SRX597234,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/009/SRR1393799/SRR1393799.fastq.gz,25503565,H3K4me1,NA,0,kang_identification_2015
